,Location,Location_1,distance,rank
3099,Oklahoma,North Carolina,1002.53,29.0
3100,Oregon,North Carolina,2301.27,37.0
3101,Pennsylvania,North Carolina,369.24,13.0
3102,Puerto Rico,North Carolina,1435.98,4.0
3103,Rhode Island,North Carolina,592.74,13.0
3104,South Carolina,North Carolina,149.28,1.0
3105,South Dakota,North Carolina,1187.37,35.0
3106,Tennessee,North Carolina,380.24,11.0
3107,Texas,North Carolina,1140.04,29.0
3108,Utah,North Carolina,1784.29,34.0
3109,Vermont,North Carolina,683.29,15.0
3110,Virgin Islands,North Carolina,1480.94,4.0
3111,Virginia,North Carolina,133.32,1.0
3112,Washington,North Carolina,2265.91,38.0
3113,West Virginia,North Carolina,233.62,5.0
3114,Wisconsin,North Carolina,813.22,23.0
3115,Wyoming,North Carolina,1552.16,35.0
3116,Northern Mariana Islands,North Dakota,6542.34,14.0
3117,Ohio,North Dakota,970.79,35.0
3118,Oklahoma,North Dakota,830.88,22.0
3119,Oregon,North Dakota,1062.1,10.0
3120,Pennsylvania,North Dakota,1206.98,35.0
3121,Puerto Rico,North Dakota,2758.32,40.0
3122,Rhode Island,North Dakota,1458.34,35.0
3123,South Carolina,North Dakota,1346.31,36.0
3124,South Dakota,North Dakota,232.06,2.0
3125,Tennessee,North Dakota,1062.0,36.0
3126,Texas,North Dakota,1077.26,26.0
3127,Utah,North Dakota,792.62,14.0
3128,Vermont,North Dakota,1327.0,31.0
3129,Virgin Islands,North Dakota,2808.99,40.0
3130,Virginia,North Dakota,1299.51,36.0
3131,Washington,North Dakota,980.32,9.0
3132,West Virginia,North Dakota,1129.45,36.0
3133,Wisconsin,North Dakota,535.8,11.0
3134,Wyoming,North Dakota,454.71,7.0
3135,Ohio,Northern Mariana Islands,7510.1,56.0
3136,Oklahoma,Northern Mariana Islands,7061.03,56.0
3137,Oregon,Northern Mariana Islands,5624.98,53.0
3138,Pennsylvania,Northern Mariana Islands,7708.93,56.0
3139,Puerto Rico,Northern Mariana Islands,9275.65,56.0
3140,Rhode Island,Northern Mariana Islands,7877.17,56.0
3141,South Carolina,Northern Mariana Islands,7874.53,56.0
3142,South Dakota,Northern Mariana Islands,6694.19,56.0
3143,Tennessee,Northern Mariana Islands,7568.24,56.0
3144,Texas,Northern Mariana Islands,7107.03,56.0
3145,Utah,Northern Mariana Islands,6218.59,53.0
3146,Vermont,Northern Mariana Islands,7695.96,56.0
3147,Virgin Islands,Northern Mariana Islands,9337.31,56.0
3148,Virginia,Northern Mariana Islands,7838.16,56.0
3149,Washington,Northern Mariana Islands,5630.14,53.0
3150,West Virginia,Northern Mariana Islands,7668.97,56.0
3151,Wisconsin,Northern Mariana Islands,7070.42,56.0
3152,Wyoming,Northern Mariana Islands,6366.57,53.0
3153,Oklahoma,Ohio,838.64,23.0
3154,Oregon,Ohio,1980.43,30.0
3155,Pennsylvania,Ohio,301.18,8.0
3156,Puerto Rico,Ohio,1814.51,23.0
3157,Rhode Island,Ohio,616.1,14.0
3158,South Carolina,Ohio,448.31,11.0
3159,South Dakota,Ohio,852.78,20.0
3160,Tennessee,Ohio,345.32,8.0
3161,Texas,Ohio,1049.65,25.0
3162,Utah,Ohio,1513.14,30.0
3163,Vermont,Ohio,591.48,13.0
3164,Virgin Islands,Ohio,1857.15,23.0
3165,Virginia,Ohio,328.76,8.0
3166,Washington,Ohio,1929.09,28.0
3167,West Virginia,Ohio,158.91,1.0
3168,Wisconsin,Ohio,439.87,6.0
3169,Wyoming,Ohio,1243.54,29.0
3170,Oregon,Oklahoma,1440.98,17.0
3171,Pennsylvania,Oklahoma,1135.69,34.0
3172,Puerto Rico,Oklahoma,2223.88,31.0
3173,Rhode Island,Oklahoma,1452.04,34.0
3174,South Carolina,Oklahoma,920.87,29.0
3175,South Dakota,Oklahoma,598.97,12.0
3176,Tennessee,Oklahoma,622.3,22.0
3177,Texas,Oklahoma,269.91,1.0
3178,Utah,Oklahoma,845.12,15.0
3179,Vermont,Oklahoma,1423.53,35.0
3180,Virgin Islands,Oklahoma,2294.37,32.0
3181,Virginia,Oklahoma,1059.73,31.0
3182,Washington,Oklahoma,1460.92,18.0
3183,West Virginia,Oklahoma,932.75,31.0
3184,Wisconsin,Oklahoma,731.51,17.0
3185,Wyoming,Oklahoma,732.93,14.0
3186,Pennsylvania,Oregon,2247.02,48.0
3187,Puerto Rico,Oregon,3652.19,49.0
3188,Rhode Island,Oregon,2515.21,48.0
3189,South Carolina,Oregon,2273.24,49.0
3190,South Dakota,Oregon,1127.98,31.0
3191,Tennessee,Oregon,1959.46,49.0
3192,Texas,Oregon,1532.4,40.0
3193,Utah,Oregon,622.28,9.0
3194,Vermont,Oregon,2388.89,48.0
3195,Virgin Islands,Oregon,3717.47,49.0
3196,Virginia,Oregon,2299.55,48.0
3197,Washington,Oregon,174.81,1.0
3198,West Virginia,Oregon,2132.6,48.0
3199,Wisconsin,Oregon,1574.67,46.0
3200,Wyoming,Oregon,750.66,16.0
3201,Puerto Rico,Pennsylvania,1682.25,15.0
3202,Rhode Island,Pennsylvania,316.35,9.0
3203,South Carolina,Pennsylvania,508.48,14.0
3204,South Dakota,Pennsylvania,1122.11,30.0
3205,Tennessee,Pennsylvania,580.22,19.0
3206,Texas,Pennsylvania,1334.46,36.0
3207,Utah,Pennsylvania,1805.15,35.0
3208,Vermont,Pennsylvania,332.38,8.0
3209,Virgin Islands,Pennsylvania,1711.2,15.0
3210,Virginia,Pennsylvania,239.26,5.0
3211,Washington,Pennsylvania,2183.13,34.0
3212,West Virginia,Pennsylvania,224.65,4.0
3213,Wisconsin,Pennsylvania,674.51,16.0
3214,Wyoming,Pennsylvania,1523.19,34.0
3215,Rhode Island,Puerto Rico,1632.91,36.0
3216,South Carolina,Puerto Rico,1412.55,38.0
3217,South Dakota,Puerto Rico,2590.3,49.0
3218,Tennessee,Puerto Rico,1711.37,44.0
3219,Texas,Puerto Rico,2211.97,48.0
3220,Utah,Puerto Rico,3069.0,50.0
3221,Vermont,Puerto Rico,1822.22,40.0
3222,Virgin Islands,Puerto Rico,94.56,1.0
3223,Virginia,Puerto Rico,1500.04,38.0
3224,Washington,Puerto Rico,3645.93,50.0
3225,West Virginia,Puerto Rico,1660.06,42.0
3226,Wisconsin,Puerto Rico,2248.82,48.0
3227,Wyoming,Puerto Rico,2909.08,49.0
3228,South Carolina,Rhode Island,741.87,23.0
3229,South Dakota,Rhode Island,1403.02,46.0
3230,Tennessee,Rhode Island,883.56,31.0
3231,Texas,Rhode Island,1647.61,44.0
3232,Utah,Rhode Island,2103.64,45.0
3233,Vermont,Rhode Island,191.26,6.0
3234,Virgin Islands,Rhode Island,1644.11,10.0
3235,Virginia,Rhode Island,467.26,15.0
3236,Washington,Rhode Island,2438.47,47.0
3237,West Virginia,Rhode Island,530.18,17.0
3238,Wisconsin,Rhode Island,944.49,34.0
3239,Wyoming,Rhode Island,1809.48,45.0
3240,South Dakota,South Carolina,1180.59,34.0
3241,Tennessee,South Carolina,315.14,7.0
3242,Texas,South Carolina,1031.22,24.0
3243,Utah,South Carolina,1731.81,33.0
3244,Vermont,South Carolina,829.66,18.0
3245,Virgin Islands,South Carolina,1465.94,3.0
3246,Virginia,South Carolina,280.29,7.0
3247,Washington,South Carolina,2249.71,36.0
3248,West Virginia,South Carolina,333.46,9.0
3249,Wisconsin,South Carolina,850.97,27.0
3250,Wyoming,South Carolina,1522.69,33.0
3251,Tennessee,South Dakota,880.0,30.0
3252,Texas,South Dakota,848.44,15.0
3253,Utah,South Dakota,724.57,12.0
3254,Vermont,South Dakota,1297.11,30.0
3255,Virgin Islands,South Dakota,2646.07,37.0
3256,Virginia,South Dakota,1174.74,34.0
3257,Washington,South Dakota,1079.7,10.0
3258,West Virginia,South Dakota,1006.39,34.0
3259,Wisconsin,South Dakota,459.78,8.0
3260,Wyoming,South Dakota,407.88,5.0
3261,Texas,Tennessee,773.88,14.0
3262,Utah,Tennessee,1417.73,27.0
3263,Vermont,Tennessee,906.46,21.0
3264,Virgin Islands,Tennessee,1769.36,17.0
3265,Virginia,Tennessee,447.23,13.0
3266,Washington,Tennessee,1939.64,30.0
3267,West Virginia,Tennessee,356.03,11.0
3268,Wisconsin,Tennessee,613.69,14.0
3269,Wyoming,Tennessee,1209.29,27.0
3270,Utah,Texas,911.34,16.0
3271,Vermont,Texas,1641.1,36.0
3272,Virgin Islands,Texas,2289.85,30.0
3273,Virginia,Texas,1220.74,35.0
3274,Washington,Texas,1581.33,21.0
3275,West Virginia,Texas,1118.04,35.0
3276,Wisconsin,Texas,997.01,37.0
3277,Wyoming,Texas,895.59,20.0
3278,Vermont,Utah,2012.83,43.0
3279,Virgin Islands,Utah,3139.22,43.0
3280,Virginia,Utah,1807.42,43.0
3281,Washington,Utah,691.3,6.0
3282,West Virginia,Utah,1650.74,41.0
3283,Wisconsin,Utah,1175.31,41.0
3284,Wyoming,Utah,338.18,3.0
3285,Virgin Islands,Vermont,1834.65,22.0
3286,Virginia,Vermont,550.09,18.0
3287,Washington,Vermont,2302.64,40.0
3288,West Virginia,Vermont,554.59,20.0
3289,Wisconsin,Vermont,838.58,26.0
3290,Wyoming,Vermont,1704.88,42.0
3291,Virginia,Virgin Islands,1538.06,39.0
3292,Washington,Virgin Islands,3707.35,51.0
3293,West Virginia,Virgin Islands,1701.02,43.0
3294,Wisconsin,Virgin Islands,2294.05,49.0
3295,Wyoming,Virgin Islands,2972.05,50.0
3296,Washington,Virginia,2253.69,37.0
3297,West Virginia,Virginia,170.12,2.0
3298,Wisconsin,Virginia,767.8,20.0
3299,Wyoming,Virginia,1555.96,36.0
3300,West Virginia,Washington,2084.64,47.0
3301,Wisconsin,Washington,1508.66,45.0
3302,Wyoming,Washington,738.86,15.0
3303,Wisconsin,West Virginia,598.63,12.0
3304,Wyoming,West Virginia,1391.44,31.0
3305,Wyoming,Wisconsin,867.53,19.0
